,LAPS,TIME,GAP,INT.,KPH,BEST,LAP,POS,CAR,PILOT NAME,TEAM,CIRCUIT,TYPE,ROUND,DATE
174,26,38:44.210,DNF,-,173.698,1:16.525,13.0,16.0,18,N. de Vries,Rapax,Spielberg,Sprint Race,Round 5 ,2017-07-09
175,25,38:01.268,DNF,-,170.153,1:16.568,11.0,17.0,12,R. Visoiu,Campos Racing,Spielberg,Sprint Race,Round 5 ,2017-07-09
176,28,49:23.075,0.000,0.000,200.241,1:43.440,25.0,1.0,1,C. Leclerc,PREMA Racing,Silverstone,Feature Race,Round 6 ,2017-07-16
177,28,49:31.941,8.866,8.866,199.644,1:43.901,12.0,2.0,20,N. Nato,Pertamina Arden,Silverstone,Feature Race,Round 6 ,2017-07-16
178,28,49:32.680,9.605,0.739,199.594,1:43.786,22.0,3.0,9,O. Rowland,DAMS,Silverstone,Feature Race,Round 6 ,2017-07-16
179,28,49:40.818,17.743,8.138,199.049,1:44.157,11.0,4.0,6,A. Markelov,RUSSIAN TIME,Silverstone,Feature Race,Round 6 ,2017-07-16
180,28,49:41.790,18.715,0.972,198.984,1:43.584,23.0,5.0,19,S. Canamasas,Rapax,Silverstone,Feature Race,Round 6 ,2017-07-16
181,28,49:47.359,24.284,5.569,198.613,1:43.722,14.0,6.0,5,L. Ghiotto,RUSSIAN TIME,Silverstone,Feature Race,Round 6 ,2017-07-16
182,28,49:49.573,26.498,2.214,198.466,1:44.060,11.0,7.0,15,J. King,MP Motorsport,Silverstone,Feature Race,Round 6 ,2017-07-16
183,28,49:50.880,27.805,1.307,198.379,1:43.880,13.0,8.0,10,N. Latifi,DAMS,Silverstone,Feature Race,Round 6 ,2017-07-16
184,28,49:51.979,28.904,1.099,198.306,1:44.131,16.0,9.0,21,S. Gelael,Pertamina Arden,Silverstone,Feature Race,Round 6 ,2017-07-16
185,28,49:57.635,34.560,5.656,197.932,1:42.512,23.0,10.0,7,N. Matsushita,ART Grand Prix,Silverstone,Feature Race,Round 6 ,2017-07-16
186,28,50:07.839,44.764,10.204,197.261,1:43.457,22.0,11.0,11,R. Boschung,Campos Racing,Silverstone,Feature Race,Round 6 ,2017-07-16
187,28,50:09.611,46.536,1.772,197.145,1:44.783,9.0,12.0,3,L. Delétraz,Racing Engineering,Silverstone,Feature Race,Round 6 ,2017-07-16
188,28,50:10.125,47.050,0.514,197.111,1:44.572,23.0,13.0,14,S. Sette Câmara,MP Motorsport,Silverstone,Feature Race,Round 6 ,2017-07-16
189,28,50:13.748,50.673,3.623,196.874,1:44.830,12.0,14.0,4,G. Malja,Racing Engineering,Silverstone,Feature Race,Round 6 ,2017-07-16
190,28,50:19.532,56.457,5.784,196.497,1:44.856,13.0,15.0,16,N. Jeffri,Trident,Silverstone,Feature Race,Round 6 ,2017-07-16
191,28,50:24.430,61.355,4.898,196.179,1:43.718,28.0,16.0,2,A. Fuoco,PREMA Racing,Silverstone,Feature Race,Round 6 ,2017-07-16
192,28,50:32.618,69.543,8.188,195.649,1:44.076,23.0,17.0,12,R. Visoiu,Campos Racing,Silverstone,Feature Race,Round 6 ,2017-07-16
193,28,50:35.624,72.549,3.006,195.455,1:43.713,21.0,18.0,8,A. Albon,ART Grand Prix,Silverstone,Feature Race,Round 6 ,2017-07-16
194,27,49:25.486,1 LAP,1 LAP,192.927,1:44.092,22.0,19.0,17,C. Ilott,Trident,Silverstone,Feature Race,Round 6 ,2017-07-16
195,21,37:17.053,0.000,0.000,198.867,1:43.443,6.0,1.0,10,N. Latifi,DAMS,Silverstone,Sprint Race,Round 6 ,2017-07-16
196,21,37:18.770,1.717,1.717,198.714,1:43.630,3.0,2.0,5,L. Ghiotto,RUSSIAN TIME,Silverstone,Sprint Race,Round 6 ,2017-07-16
197,21,37:22.353,5.300,3.583,198.397,1:43.769,14.0,3.0,6,A. Markelov,RUSSIAN TIME,Silverstone,Sprint Race,Round 6 ,2017-07-16
198,21,37:24.751,7.698,2.398,198.185,1:43.657,13.0,4.0,19,S. Canamasas,Rapax,Silverstone,Sprint Race,Round 6 ,2017-07-16
199,21,37:24.996,7.943,0.245,198.163,1:43.219,13.0,5.0,1,C. Leclerc,PREMA Racing,Silverstone,Sprint Race,Round 6 ,2017-07-16
200,21,37:25.332,8.279,0.336,198.134,1:44.192,6.0,6.0,20,N. Nato,Pertamina Arden,Silverstone,Sprint Race,Round 6 ,2017-07-16
201,21,37:25.854,8.801,0.522,198.088,1:44.404,18.0,7.0,18,N. de Vries,Rapax,Silverstone,Sprint Race,Round 6 ,2017-07-16
202,21,37:26.537,9.484,0.683,198.027,1:44.248,6.0,8.0,7,N. Matsushita,ART Grand Prix,Silverstone,Sprint Race,Round 6 ,2017-07-16
203,21,37:27.671,10.618,1.134,197.928,1:44.621,15.0,9.0,4,G. Malja,Racing Engineering,Silverstone,Sprint Race,Round 6 ,2017-07-16
204,21,37:30.315,13.262,0.999,197.695,1:44.364,4.0,10.0,8,A. Albon,ART Grand Prix,Silverstone,Sprint Race,Round 6 ,2017-07-16
205,21,37:30.588,13.535,0.273,197.671,1:44.958,17.0,11.0,12,R. Visoiu,Campos Racing,Silverstone,Sprint Race,Round 6 ,2017-07-16
206,21,37:30.878,13.825,0.290,197.646,1:44.865,13.0,12.0,2,A. Fuoco,PREMA Racing,Silverstone,Sprint Race,Round 6 ,2017-07-16
207,21,37:31.439,14.386,0.561,197.596,1:45.168,14.0,13.0,3,L. Delétraz,Racing Engineering,Silverstone,Sprint Race,Round 6 ,2017-07-16
208,21,37:31.718,14.665,0.279,197.572,1:44.972,15.0,14.0,17,C. Ilott,Trident,Silverstone,Sprint Race,Round 6 ,2017-07-16
209,21,37:31.978,14.925,0.260,197.549,1:44.430,16.0,15.0,14,S. Sette Câmara,MP Motorsport,Silverstone,Sprint Race,Round 6 ,2017-07-16
210,21,37:32.924,15.871,0.946,197.466,1:44.333,4.0,16.0,21,S. Gelael,Pertamina Arden,Silverstone,Sprint Race,Round 6 ,2017-07-16
211,21,37:49.316,12.263,1.645,197.783,1:43.550,6.0,17.0,9,O. Rowland,DAMS,Silverstone,Sprint Race,Round 6 ,2017-07-16
212,21,38:02.971,45.918,30.047,194.867,1:44.605,21.0,18.0,16,N. Jeffri,Trident,Silverstone,Sprint Race,Round 6 ,2017-07-16
213,36,58:37.062,0.000,0.000,161.394,1:30.247,12.0,1.0,9,O. Rowland,DAMS,Budapest,Feature Race,Round 7 ,2017-07-30
214,36,58:37.297,0.235,0.235,161.383,1:30.153,18.0,2.0,10,N. Latifi,DAMS,Budapest,Feature Race,Round 7 ,2017-07-30
215,36,58:37.735,0.673,0.438,161.363,1:30.847,17.0,3.0,18,N. de Vries,Rapax,Budapest,Feature Race,Round 7 ,2017-07-30
216,36,58:38.467,1.405,0.732,161.329,1:30.816,31.0,4.0,1,C. Leclerc,PREMA Racing,Budapest,Feature Race,Round 7 ,2017-07-30
217,36,58:38.695,1.633,0.228,161.319,1:30.899,31.0,5.0,7,N. Matsushita,ART Grand Prix,Budapest,Feature Race,Round 7 ,2017-07-30
218,36,58:39.596,2.534,0.901,161.278,1:31.453,14.0,6.0,5,L. Ghiotto,RUSSIAN TIME,Budapest,Feature Race,Round 7 ,2017-07-30
219,36,58:40.141,3.079,0.545,161.253,1:31.856,29.0,7.0,20,N. Nato,Pertamina Arden,Budapest,Feature Race,Round 7 ,2017-07-30
220,36,58:40.412,3.350,0.271,161.24,1:30.736,23.0,8.0,8,A. Albon,ART Grand Prix,Budapest,Feature Race,Round 7 ,2017-07-30
221,36,58:41.300,4.238,0.327,161.199,1:31.220,10.0,9.0,17,S. Ferrucci,Trident,Budapest,Feature Race,Round 7 ,2017-07-30
222,36,58:43.689,6.627,2.389,161.09,1:31.761,32.0,10.0,3,L. Delétraz,Racing Engineering,Budapest,Feature Race,Round 7 ,2017-07-30
223,36,58:44.612,7.550,0.923,161.048,1:31.983,14.0,11.0,11,R. Boschung,Campos Racing,Budapest,Feature Race,Round 7 ,2017-07-30
224,36,58:45.241,8.179,0.629,161.019,1:31.806,12.0,12.0,16,N. Jeffri,Trident,Budapest,Feature Race,Round 7 ,2017-07-30
225,36,58:46.524,9.462,0.393,160.961,1:31.475,18.0,13.0,4,G. Malja,Racing Engineering,Budapest,Feature Race,Round 7 ,2017-07-30
226,36,58:50.973,3.911,0.561,161.214,1:31.546,31.0,14.0,21,S. Gelael,Pertamina Arden,Budapest,Feature Race,Round 7 ,2017-07-30
227,36,58:53.188,16.126,6.664,160.657,1:31.845,24.0,15.0,15,J. King,MP Motorsport,Budapest,Feature Race,Round 7 ,2017-07-30
228,36,58:56.131,9.069,0.890,160.979,1:32.066,32.0,16.0,14,S. Sette Câmara,MP Motorsport,Budapest,Feature Race,Round 7 ,2017-07-30
229,33,52:25.830,DNF,-,165.399,1:30.473,30.0,17.0,6,A. Markelov,RUSSIAN TIME,Budapest,Feature Race,Round 7 ,2017-07-30
230,28,44:52.900,0.000,0.000,163.935,1:30.484,26.0,1.0,7,N. Matsushita,ART Grand Prix,Budapest,Sprint Race,Round 7 ,2017-07-30
231,28,44:57.207,4.307,4.307,163.673,1:31.087,28.0,2.0,9,O. Rowland,DAMS,Budapest,Sprint Race,Round 7 ,2017-07-30
232,28,45:00.043,7.143,2.836,163.501,1:31.303,10.0,3.0,18,N. de Vries,Rapax,Budapest,Sprint Race,Round 7 ,2017-07-30
233,28,45:04.535,11.635,4.492,163.229,1:30.513,9.0,4.0,1,C. Leclerc,PREMA Racing,Budapest,Sprint Race,Round 7 ,2017-07-30
234,28,45:05.358,12.458,0.823,163.18,1:31.334,12.0,5.0,20,N. Nato,Pertamina Arden,Budapest,Sprint Race,Round 7 ,2017-07-30
235,28,45:06.385,13.485,1.027,163.118,1:30.909,13.0,6.0,10,N. Latifi,DAMS,Budapest,Sprint Race,Round 7 ,2017-07-30
236,28,45:09.654,16.754,3.269,162.921,1:31.622,20.0,7.0,8,A. Albon,ART Grand Prix,Budapest,Sprint Race,Round 7 ,2017-07-30
237,28,45:17.743,24.843,8.089,162.436,1:31.096,10.0,8.0,5,L. Ghiotto,RUSSIAN TIME,Budapest,Sprint Race,Round 7 ,2017-07-30
238,28,45:18.477,25.577,0.734,162.392,1:29.257,27.0,9.0,6,A. Markelov,RUSSIAN TIME,Budapest,Sprint Race,Round 7 ,2017-07-30
239,28,45:26.787,33.887,8.310,161.897,1:31.675,9.0,10.0,21,S. Gelael,Pertamina Arden,Budapest,Sprint Race,Round 7 ,2017-07-30
240,28,45:28.670,35.770,1.883,161.786,1:31.761,15.0,11.0,15,J. King,MP Motorsport,Budapest,Sprint Race,Round 7 ,2017-07-30
241,28,45:28.723,35.823,0.053,161.782,1:30.274,25.0,12.0,3,L. Delétraz,Racing Engineering,Budapest,Sprint Race,Round 7 ,2017-07-30
242,28,45:34.747,41.847,6.024,161.426,1:32.094,7.0,13.0,14,S. Sette Câmara,MP Motorsport,Budapest,Sprint Race,Round 7 ,2017-07-30
243,28,45:35.022,42.122,0.275,161.41,1:31.823,9.0,14.0,17,S. Ferrucci,Trident,Budapest,Sprint Race,Round 7 ,2017-07-30
244,28,46:19.847,86.947,44.825,158.807,1:32.040,14.0,15.0,16,N. Jeffri,Trident,Budapest,Sprint Race,Round 7 ,2017-07-30
245,27,45:35.649,1 LAP,1 LAP,155.608,1:31.763,19.0,16.0,11,R. Boschung,Campos Racing,Budapest,Sprint Race,Round 7 ,2017-07-30
246,27,45:43.321,1 LAP,7.672,155.172,1:29.121,23.0,17.0,2,A. Fuoco,PREMA Racing,Budapest,Sprint Race,Round 7 ,2017-07-30
247,25,52:50.172,0.000,0.000,198.7,2:00.204,18.0,1.0,6,A. Markelov,RUSSIAN TIME,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
248,25,52:56.229,6.057,6.057,198.321,2:01.212,11.0,2.0,5,L. Ghiotto,RUSSIAN TIME,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
249,25,52:56.618,6.446,0.389,198.296,2:00.240,16.0,3.0,2,A. Fuoco,PREMA Racing,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
250,25,53:10.084,19.912,13.466,197.459,2:00.889,10.0,4.0,4,G. Malja,Racing Engineering,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
251,25,53:11.321,21.149,1.237,197.383,2:00.669,11.0,5.0,3,N. de Vries,Racing Engineering,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
252,25,53:19.528,29.356,8.207,196.877,2:00.938,10.0,6.0,14,S. Sette Câmara,MP Motorsport,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
253,25,53:23.651,33.479,4.123,196.623,2:01.656,11.0,7.0,19,R. Merhi,Rapax,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
254,25,53:25.783,35.611,2.132,196.492,2:01.493,19.0,8.0,20,N. Nato,Pertamina Arden,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
255,25,53:32.907,42.735,7.124,196.057,2:01.693,16.0,9.0,17,S. Ferrucci,Trident,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
256,25,53:34.305,44.133,1.398,195.971,2:01.015,9.0,10.0,12,R. Visoiu,Campos Racing,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
257,25,53:37.780,47.608,3.475,195.76,2:01.106,16.0,11.0,16,N. Jeffri,Trident,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
258,25,53:49.724,59.552,11.944,195.036,2:01.109,11.0,12.0,8,A. Albon,ART Grand Prix,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
259,25,53:50.389,60.217,0.665,194.996,2:00.693,10.0,13.0,11,R. Boschung,Campos Racing,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
260,25,53:51.242,61.070,0.853,194.944,2:01.719,18.0,14.0,18,L. Delétraz,Rapax,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
261,25,54:04.254,74.082,13.012,194.162,2:01.229,13.0,15.0,21,S. Gelael,Pertamina Arden,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
262,24,53:34.588,1 LAP,1 LAP,188.11,2:01.095,11.0,16.0,7,N. Matsushita,ART Grand Prix,Spa-Francorchamps,Feature Race,Round 8 ,2017-08-27
263,18,39:40.215,0.000,0.000,190.492,2:01.475,3.0,1.0,14,S. Sette Câmara,MP Motorsport,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
264,18,39:40.838,0.623,0.623,190.442,2:01.367,2.0,2.0,3,N. de Vries,Racing Engineering,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
265,18,39:42.618,2.403,1.780,190.3,2:01.812,5.0,3.0,5,L. Ghiotto,RUSSIAN TIME,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
266,18,39:43.324,3.109,0.706,190.243,2:01.718,4.0,4.0,20,N. Nato,Pertamina Arden,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
267,18,39:44.035,3.820,0.711,190.187,2:01.518,7.0,5.0,1,C. Leclerc,PREMA Racing,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
268,18,39:45.109,4.894,1.074,190.101,2:01.711,3.0,6.0,19,R. Merhi,Rapax,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
269,18,39:45.663,5.448,0.554,190.057,2:01.807,7.0,7.0,2,A. Fuoco,PREMA Racing,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
270,18,39:46.043,5.828,0.380,190.027,2:02.655,14.0,8.0,9,O. Rowland,DAMS,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
271,18,39:46.905,6.690,0.862,189.958,2:02.170,4.0,9.0,10,N. Latifi,DAMS,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
272,18,39:49.417,9.202,2.512,189.758,2:02.716,3.0,10.0,17,S. Ferrucci,Trident,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
273,18,39:49.844,9.629,0.427,189.724,2:02.625,5.0,11.0,4,G. Malja,Racing Engineering,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
274,18,39:50.771,10.556,0.927,189.651,2:02.683,3.0,12.0,18,L. Delétraz,Rapax,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
275,18,39:51.080,10.865,0.309,189.626,2:02.906,4.0,13.0,11,R. Boschung,Campos Racing,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
276,18,39:51.310,11.095,0.230,189.608,1:59.965,11.0,14.0,15,J. King,MP Motorsport,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
277,18,39:52.285,12.070,0.975,189.531,2:02.968,5.0,15.0,16,N. Jeffri,Trident,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
278,18,39:53.924,13.709,1.639,189.401,2:02.648,2.0,16.0,12,R. Visoiu,Campos Racing,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
279,18,39:54.336,14.121,0.412,189.368,2:00.377,14.0,17.0,21,S. Gelael,Pertamina Arden,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
280,18,39:57.758,17.543,3.422,189.098,2:00.925,3.0,18.0,8,A. Albon,ART Grand Prix,Spa-Francorchamps,Sprint Race,Round 8 ,2017-08-27
281,23,44:10.800,0.000,0.000,180.529,1:47.650,23.0,1.0,2,A. Fuoco,PREMA Racing,Monza,Feature Race,Round 9 ,2017-09-03
282,23,44:11.151,0.351,0.351,180.505,1:47.436,23.0,2.0,7,N. Matsushita,ART Grand Prix,Monza,Feature Race,Round 9 ,2017-09-03
283,23,44:12.277,1.477,1.126,180.429,1:47.648,23.0,3.0,10,N. Latifi,DAMS,Monza,Feature Race,Round 9 ,2017-09-03
284,23,44:13.885,3.085,-,180.66,1:47.151,23.0,4.0,5,L. Ghiotto,RUSSIAN TIME,Monza,Feature Race,Round 9 ,2017-09-03
285,23,44:14.644,3.844,1.798,180.268,1:48.359,23.0,5.0,21,S. Gelael,Pertamina Arden,Monza,Feature Race,Round 9 ,2017-09-03
286,23,44:16.068,5.268,1.424,180.171,1:48.448,18.0,6.0,14,S. Sette Câmara,MP Motorsport,Monza,Feature Race,Round 9 ,2017-09-03
287,23,44:16.831,6.031,0.763,180.119,1:49.415,23.0,7.0,18,L. Delétraz,Rapax,Monza,Feature Race,Round 9 ,2017-09-03
288,23,44:17.730,6.930,0.899,180.058,1:49.259,18.0,8.0,4,G. Malja,Racing Engineering,Monza,Feature Race,Round 9 ,2017-09-03
289,23,44:18.678,7.878,0.948,179.994,1:48.349,16.0,9.0,6,A. Markelov,RUSSIAN TIME,Monza,Feature Race,Round 9 ,2017-09-03
290,23,44:19.019,8.219,0.341,179.971,1:47.988,18.0,10.0,15,J. King,MP Motorsport,Monza,Feature Race,Round 9 ,2017-09-03
291,23,44:20.512,9.712,1.493,179.87,1:49.386,23.0,11.0,19,R. Merhi,Rapax,Monza,Feature Race,Round 9 ,2017-09-03
292,23,44:22.479,11.679,1.967,179.737,1:50.687,23.0,12.0,16,N. Jeffri,Trident,Monza,Feature Race,Round 9 ,2017-09-03
293,23,44:22.779,11.979,0.300,179.717,1:49.267,15.0,13.0,20,N. Nato,Pertamina Arden,Monza,Feature Race,Round 9 ,2017-09-03
294,23,44:22.846,12.046,0.569,180.39,1:47.930,23.0,14.0,8,A. Albon,ART Grand Prix,Monza,Feature Race,Round 9 ,2017-09-03
295,23,44:23.206,12.406,0.427,179.688,1:48.472,15.0,15.0,11,R. Boschung,Campos Racing,Monza,Feature Race,Round 9 ,2017-09-03
296,23,44:24.331,13.531,1.125,179.612,1:49.731,17.0,16.0,12,R. Visoiu,Campos Racing,Monza,Feature Race,Round 9 ,2017-09-03
297,23,44:44.789,33.989,20.458,178.244,1:48.047,15.0,17.0,1,C. Leclerc,PREMA Racing,Monza,Feature Race,Round 9 ,2017-09-03
298,23,45:23.209,72.409,18.420,177.029,1:48.095,17.0,18.0,3,N. de Vries,Racing Engineering,Monza,Feature Race,Round 9 ,2017-09-03
299,21,33:15.078,0.000,0.000,218.958,1:34.104,7.0,1.0,5,L. Ghiotto,RUSSIAN TIME,Monza,Sprint Race,Round 9 ,2017-09-03
300,21,33:17.374,2.296,2.296,218.706,1:34.258,3.0,2.0,14,S. Sette Câmara,MP Motorsport,Monza,Sprint Race,Round 9 ,2017-09-03
301,21,33:19.583,4.505,2.209,218.464,1:34.080,4.0,3.0,2,A. Fuoco,PREMA Racing,Monza,Sprint Race,Round 9 ,2017-09-03
302,21,33:21.324,6.246,1.741,218.274,1:34.253,4.0,4.0,18,L. Delétraz,Rapax,Monza,Sprint Race,Round 9 ,2017-09-03
303,21,33:26.881,11.803,5.557,217.67,1:34.662,4.0,5.0,19,R. Merhi,Rapax,Monza,Sprint Race,Round 9 ,2017-09-03
304,21,33:32.383,17.305,5.502,217.075,1:34.728,2.0,6.0,21,S. Gelael,Pertamina Arden,Monza,Sprint Race,Round 9 ,2017-09-03
305,21,33:35.088,20.010,2.705,216.783,1:34.480,5.0,7.0,7,N. Matsushita,ART Grand Prix,Monza,Sprint Race,Round 9 ,2017-09-03
306,21,33:35.666,20.588,0.578,216.721,1:34.315,4.0,8.0,8,A. Albon,ART Grand Prix,Monza,Sprint Race,Round 9 ,2017-09-03
307,21,33:38.341,23.263,2.675,216.434,1:34.199,3.0,9.0,1,C. Leclerc,PREMA Racing,Monza,Sprint Race,Round 9 ,2017-09-03
308,21,33:38.782,23.704,0.441,216.387,1:34.559,5.0,10.0,20,N. Nato,Pertamina Arden,Monza,Sprint Race,Round 9 ,2017-09-03
309,21,33:42.497,27.419,3.715,215.989,1:34.661,5.0,11.0,9,O. Rowland,DAMS,Monza,Sprint Race,Round 9 ,2017-09-03
310,21,33:44.385,29.307,1.888,215.788,1:34.325,4.0,12.0,3,N. de Vries,Racing Engineering,Monza,Sprint Race,Round 9 ,2017-09-03
311,21,33:44.737,29.659,0.352,215.75,1:34.482,4.0,13.0,11,R. Boschung,Campos Racing,Monza,Sprint Race,Round 9 ,2017-09-03
312,21,33:44.984,29.906,0.247,215.724,1:34.392,4.0,14.0,17,S. Ferrucci,Trident,Monza,Sprint Race,Round 9 ,2017-09-03
313,21,33:47.123,32.045,2.139,215.496,1:34.324,4.0,15.0,6,A. Markelov,RUSSIAN TIME,Monza,Sprint Race,Round 9 ,2017-09-03
314,21,33:48.043,32.965,0.920,215.398,1:34.251,4.0,16.0,10,N. Latifi,DAMS,Monza,Sprint Race,Round 9 ,2017-09-03
315,21,33:48.315,33.237,0.272,215.37,1:35.063,4.0,17.0,16,N. Jeffri,Trident,Monza,Sprint Race,Round 9 ,2017-09-03
316,21,34:12.525,57.447,24.210,212.829,1:33.523,19.0,18.0,4,G. Malja,Racing Engineering,Monza,Sprint Race,Round 9 ,2017-09-03
317,21,34:15.207,60.129,2.682,212.551,1:34.493,14.0,19.0,12,R. Visoiu,Campos Racing,Monza,Sprint Race,Round 9 ,2017-09-03
318,21,34:21.380,66.302,6.173,211.915,1:32.921,21.0,20.0,15,J. King,MP Motorsport,Monza,Sprint Race,Round 9 ,2017-09-03
319,39,1:01:31.999,0.000,0.000,168.466,1:30.242,2.0,1.0,1,C. Leclerc,PREMA Racing,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
320,39,1:01:32.229,0.230,0.230,168.456,1:29.906,22.0,2.0,9,O. Rowland,DAMS,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
321,39,1:01:32.916,0.917,0.687,168.424,1:30.787,37.0,3.0,2,A. Fuoco,PREMA Racing,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
322,39,1:01:33.235,1.236,0.319,168.41,1:31.054,12.0,4.0,10,N. Latifi,DAMS,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
323,39,1:01:34.684,2.685,1.449,168.344,1:30.804,27.0,5.0,6,A. Markelov,RUSSIAN TIME,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
324,39,1:01:38.743,6.744,4.059,168.159,1:31.220,27.0,6.0,15,J. King,MP Motorsport,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
325,39,1:01:40.016,8.017,1.273,168.101,1:30.675,26.0,7.0,5,L. Ghiotto,RUSSIAN TIME,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
326,39,1:01:40.261,8.262,0.245,168.09,1:30.462,10.0,8.0,12,Á. Palou,Campos Racing,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
327,39,1:01:46.482,14.483,6.221,167.808,1:31.379,14.0,9.0,16,N. Jeffri,Trident,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
328,39,1:01:48.225,16.226,1.743,167.729,1:30.909,11.0,10.0,14,S. Sette Câmara,MP Motorsport,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
329,39,1:01:48.255,16.256,0.030,167.728,1:30.626,9.0,11.0,20,N. Nato,Pertamina Arden,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
330,39,1:01:49.121,17.122,0.866,167.689,1:30.621,11.0,12.0,8,A. Albon,ART Grand Prix,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
331,39,1:01:49.656,17.657,0.535,167.664,1:31.699,11.0,13.0,3,N. de Vries,Racing Engineering,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
332,39,1:01:56.854,24.855,7.198,167.34,1:30.627,25.0,14.0,4,G. Malja,Racing Engineering,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
333,39,1:01:58.941,26.942,2.087,167.246,1:31.728,12.0,15.0,19,R. Binder,Rapax,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
334,38,1:01:32.320,1 LAP,1 LAP,164.134,1:30.036,31.0,16.0,21,S. Gelael,Pertamina Arden,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
335,38,1:01:32.365,1 LAP,0.045,164.132,1:30.450,9.0,17.0,18,L. Delétraz,Rapax,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
336,38,1:01:35.162,1 LAP,2.797,164.008,1:31.832,3.0,18.0,7,N. Matsushita,ART Grand Prix,Jerez de la Frontera,Feature Race,Round 10 ,2017-10-08
337,28,43:01.086,0.000,0.000,173.039,1:30.747,5.0,1.0,6,A. Markelov,RUSSIAN TIME,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
338,28,43:12.926,11.840,11.840,172.249,1:30.878,6.0,2.0,10,N. Latifi,DAMS,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
339,28,43:14.372,13.286,1.446,172.153,1:30.838,10.0,3.0,9,O. Rowland,DAMS,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
340,28,43:15.777,14.691,1.405,172.06,1:29.307,20.0,4.0,5,L. Ghiotto,RUSSIAN TIME,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
341,28,43:17.583,16.497,1.806,171.94,1:30.158,24.0,5.0,2,A. Fuoco,PREMA Racing,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
342,28,43:21.287,20.201,3.704,171.695,1:29.296,22.0,6.0,3,N. de Vries,Racing Engineering,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
343,28,43:21.596,20.510,0.309,171.675,1:29.579,23.0,7.0,1,C. Leclerc,PREMA Racing,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
344,28,43:26.113,25.027,4.517,171.377,1:30.848,2.0,8.0,12,Á. Palou,Campos Racing,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
345,28,43:26.699,25.613,0.586,171.339,1:31.369,6.0,9.0,8,A. Albon,ART Grand Prix,Jerez de la Frontera,Sprint Race,Round 10 ,2017-10-08
